date,age,distance,stores,latitude,longitude,price
2000,25,0,0,81,124,12169
2003,0,8,7,82,122,13495
2001,4,0,10,89,130,12139
2016,2,3,10,90,122,12357
2015,25,1,0,81,130,12605
2010,24,10,6,82,125,15571
2011,1,7,0,85,124,13897
2017,12,6,5,88,126,13198
2013,30,9,0,82,123,15110
2010,7,2,6,90,121,12052
2003,12,10,7,88,130,14114
2003,9,6,8,84,121,14247
2014,6,7,0,83,123,13644
2008,33,1,3,90,126,13476
2001,1,7,0,80,128,13845
2015,34,7,9,83,127,15871
2000,34,5,7,87,125,15029
2006,8,1,9,85,126,12014
2013,23,3,1,86,123,12781
2015,18,1,5,85,123,13165
2005,20,7,6,80,120,13979
2004,2,1,0,83,123,12494
2012,5,8,2,88,126,13205
2002,32,10,1,80,121,15463
2012,3,8,8,88,128,14347
2000,30,10,8,82,123,15034
2014,32,4,3,82,130,14651
2016,24,6,2,89,126,14577
2002,5,1,10,82,126,13070
2013,9,1,8,88,123,12411
2018,15,6,1,84,120,13210
2015,4,10,6,84,129,14456
2000,17,1,4,83,123,13103
2001,35,3,7,80,130,14824
2017,30,0,8,86,124,14052
2007,21,8,8,85,127,14553
2017,6,5,4,89,128,13745
2011,20,3,2,90,121,12647
2015,21,7,6,80,122,13721
2006,15,2,1,85,125,12603
2002,37,8,4,89,122,15788
2017,17,0,0,90,129,12099
2008,13,5,7,81,128,13817
2008,25,10,9,90,128,15331
2004,23,0,5,86,123,13587
2008,37,8,9,88,126,16463
2006,20,1,7,83,125,13459
2013,32,1,1,88,120,13023
2017,29,9,9,80,130,15154
2009,36,7,0,88,122,15060
2010,32,7,0,80,127,15087
2014,2,3,8,81,129,12493
2002,31,5,3,87,130,14366
2010,13,4,2,80,121,12568
2000,21,1,3,87,128,12569
2001,3,10,5,83,130,13682
2000,27,2,0,87,121,12979
2013,33,5,4,80,129,15350
2018,6,5,4,90,121,13338
2014,8,7,2,88,123,13455
2005,26,10,0,82,122,14483
2009,4,6,6,87,122,13538
2018,26,1,3,90,129,13508
2010,28,8,10,83,129,14886
2010,14,0,7,80,122,13186
2011,10,8,7,85,125,13973
2013,33,1,7,81,128,13542
2007,34,8,10,86,127,15103
2014,29,2,1,90,129,13306
2013,6,6,7,86,130,13452
2015,18,0,10,80,125,12318
2006,24,10,0,82,127,15262
2014,34,7,6,80,120,15662
2005,34,7,10,90,125,15643
2016,20,1,2,81,127,12504
2011,29,10,2,87,126,15888
2009,7,5,0,84,122,13225
2007,32,7,1,80,127,14618
2007,16,2,6,82,126,13528
2000,21,2,3,81,129,13629
2005,8,7,3,87,122,13575
2016,2,8,10,87,125,14044
2005,24,7,6,88,121,14147
2010,31,8,2,82,128,15715
2018,7,1,9,80,129,13167
2011,15,8,3,89,130,13532
2005,12,4,9,84,123,13763
2003,26,6,9,82,120,14174
2017,26,10,8,87,127,15374
2007,37,0,7,80,124,14643
2001,3,6,7,90,120,13023
2006,28,8,5,87,124,14482
2003,4,6,0,87,125,13477
2008,34,3,0,86,122,14533
2018,1,2,4,83,126,11828
2006,9,9,3,83,128,14313
2004,5,2,7,87,125,12019
2012,10,3,2,80,127,13163
2000,21,7,9,88,122,14466
2009,9,8,7,87,129,14210
2014,8,5,7,83,126,13650
2001,13,10,8,85,126,14412
2013,11,0,3,82,125,12773
2005,19,4,3,88,128,13980
2006,36,3,3,85,124,14603
2003,36,0,2,82,121,13772
2003,0,2,5,80,130,12296
2015,16,3,8,83,130,13522
2004,16,9,4,86,123,14515
2013,17,6,1,85,129,13340
2014,16,2,0,83,129,12276
2001,29,0,8,86,124,14021
2017,35,5,5,81,120,14917
2009,2,0,8,81,122,12198
2004,14,3,5,85,120,12419
2008,3,2,1,85,127,11940
2016,10,9,5,87,130,14027
2004,5,6,10,87,122,13110
2005,18,6,6,82,121,14426
2018,19,5,5,80,125,13415
2001,4,2,8,81,127,12638
2003,14,6,1,88,120,14116
2001,20,0,7,84,128,12751
2007,21,10,2,87,123,15055
2000,6,4,8,84,120,12573
2001,5,0,7,89,129,12136
2004,28,9,8,81,128,15714
2017,19,7,7,80,122,14421
2008,34,3,7,83,122,14742
2015,1,9,5,80,126,14208
2004,37,0,7,88,120,14646
2017,24,1,8,86,126,14085
2007,5,0,10,90,125,12425
2018,5,3,4,84,129,12277
2007,23,1,4,84,121,12724
2007,15,4,3,82,124,13855
2000,37,10,10,84,121,16736
2015,34,5,0,86,125,14749
2005,25,3,1,83,122,13734
2003,33,2,1,85,129,14176
2007,3,2,6,84,129,13073
2015,26,1,10,84,129,13057
2007,21,4,10,88,130,13333
2007,7,0,8,88,123,12742
2005,14,4,4,84,122,13469
2010,15,1,3,80,121,12599
2018,36,5,4,80,130,14886
2018,7,5,4,81,125,13094
2009,31,2,4,90,125,13817
2012,6,0,8,80,121,12055
2016,19,2,1,90,123,13253
2018,13,5,10,88,127,13416
2007,19,8,0,86,127,14294
2004,23,10,4,82,126,15634
2006,3,0,5,83,126,12340
2005,0,9,10,84,125,13899
2006,21,0,3,87,125,12129
2001,27,3,7,80,126,13784
2011,29,2,5,89,126,13218
2015,22,3,0,80,127,13174
2007,23,8,4,90,126,14370
2005,16,0,9,80,124,12108
2004,14,3,9,83,130,12917
2015,23,9,5,86,125,14400
2011,8,8,7,83,127,13524
2011,26,1,3,81,130,13560
2011,7,9,10,86,130,14772
2010,24,1,7,89,122,13236
2018,29,7,7,80,125,15103
2003,24,7,3,86,121,14481
2001,35,8,5,80,123,15866
2011,13,3,8,86,127,13107
2015,21,3,7,89,126,12998
2016,26,5,0,86,122,14617
2015,32,4,2,88,122,13961
2001,33,3,10,83,122,14898
2013,6,3,4,80,125,12239
2010,22,4,8,84,125,13765
2005,34,6,9,85,124,15223
2007,35,0,4,82,124,13567
2006,37,3,5,81,121,15136
2014,35,2,4,82,130,13914
2008,5,5,8,82,123,12674
2010,21,6,4,90,126,14085
2017,23,9,0,87,120,14011
2014,20,0,4,90,123,12668
2002,11,4,4,83,126,13216
2017,35,4,8,81,126,15396
2013,4,1,8,89,121,13006
2008,34,5,3,90,129,14528
2013,10,6,1,88,127,13785
2010,19,5,7,82,122,14098
2011,18,9,7,82,127,14176
2015,37,7,10,82,127,16435
2016,21,9,3,84,128,14062
2003,1,4,7,90,120,12443
2000,27,2,4,87,122,13436
2012,10,9,8,89,129,14791
2011,35,10,1,83,123,16293
2014,17,9,8,80,121,14271
2009,4,1,10,83,128,12465
2006,3,6,7,83,121,14027
2002,33,10,1,82,128,15721
2007,35,3,3,86,127,14415
2001,1,3,4,86,124,12834
2010,32,7,0,83,125,14587
2003,8,3,4,83,120,12492
2007,11,6,3,85,130,13896
2017,32,9,8,85,129,15738
2005,35,6,9,86,128,15338
2000,5,6,2,90,120,12820
2010,35,5,9,84,120,14845
2012,20,1,5,86,124,12894
2015,9,10,5,88,129,14707
2011,29,7,5,80,130,14492
2007,38,3,10,87,128,15049
2016,3,4,9,86,123,12649
2017,33,3,3,87,121,14013
2013,35,3,9,85,120,14197
2013,19,10,8,84,126,15397
2012,19,10,10,81,125,15093
2017,15,1,1,81,126,12567
2006,28,10,3,81,126,14673
2017,18,8,10,81,122,14358
2009,35,5,0,85,129,15075
2013,11,10,4,87,129,14340
2000,38,8,9,84,127,15998
2018,29,8,0,81,121,14195
2011,20,7,0,83,128,13391
2002,4,5,5,90,126,13027
2009,4,2,3,82,126,12428
2008,36,10,0,84,130,15479
2018,0,2,6,87,129,12450
2015,24,9,6,81,122,15481
2015,12,3,1,87,128,12241
2005,17,9,0,88,130,14546
2018,8,5,1,80,125,12594
2003,25,10,10,84,127,15950
2014,36,8,2,88,130,15823
2005,0,7,2,81,128,13447
2011,17,8,3,89,121,13834
2011,30,5,5,80,124,13859
2007,30,6,7,82,122,14527
2011,23,0,9,86,124,13071
2013,10,1,0,85,125,12926
2015,30,0,1,86,126,13577
2006,28,8,4,81,129,14808
2000,7,4,8,82,122,13235
2009,37,6,3,85,129,15868
2018,22,3,1,84,120,13094
2016,29,5,6,87,126,14912
2003,32,2,7,85,130,14021
2017,6,8,6,85,126,14579
2005,27,4,2,88,126,13549
2016,2,0,7,85,120,12192
2007,6,2,4,90,128,12827
2008,26,6,2,89,124,14788
2013,22,5,8,84,129,14263
2005,31,2,10,90,125,13845
2009,36,5,0,80,124,14985
2008,4,1,4,90,127,12063
2006,9,1,8,80,122,12204
2004,24,2,6,80,130,13737
2015,9,10,7,84,127,14650
2007,33,6,2,84,121,14273
2000,21,9,3,81,130,14986
2010,23,6,5,90,124,14500
2013,20,6,4,87,124,13511
2006,6,1,7,84,129,11988
2002,8,8,1,84,125,14055
2009,24,8,1,80,120,14590
2013,25,1,3,81,126,12974
2018,37,6,6,80,128,15403
2015,4,10,5,90,123,13899
2003,22,1,7,83,127,12945
2013,13,9,3,88,125,14642
2007,7,2,4,87,130,12980
2004,23,6,10,89,120,14441
2011,36,5,8,89,124,15566
2000,25,2,10,83,125,13593
2012,35,4,10,85,121,14581
2005,24,6,5,88,129,13928
2002,22,4,8,83,123,13961
2001,30,3,5,90,125,13449
2015,10,4,5,84,124,12908
2004,30,3,3,84,121,13816
2005,18,7,8,80,124,13611
2000,26,1,9,88,121,13286
2009,16,2,3,86,123,12509
2004,22,8,1,90,130,14543
2008,36,3,4,83,121,14637
2008,36,10,0,82,120,16169
2011,7,10,2,90,126,13958
2008,15,2,0,82,127,12685
2003,36,2,0,85,125,14365
2015,26,3,1,83,122,13853
2015,9,3,0,88,129,12084
2006,22,5,7,87,121,13519
2012,25,8,1,80,122,15187
2016,17,4,3,84,126,12888
2000,16,1,5,87,120,13357
2017,1,4,9,90,126,13402
2005,5,7,7,85,121,13037
2002,15,6,1,80,126,13396
2009,22,3,1,80,124,12799
2010,23,4,5,83,121,14281
2012,34,7,3,81,129,14927
2002,14,5,6,88,127,13811
2003,14,0,8,84,121,12208
2018,2,5,8,87,125,13315
2012,24,8,3,87,129,15168
2011,15,8,3,83,126,14739
2014,3,8,1,90,123,13863
2001,13,8,1,85,127,13631
2003,26,1,9,86,129,12957
2017,23,2,10,80,122,13892
2002,19,0,7,82,121,13154
2013,27,5,9,86,130,15042
2016,12,3,0,83,125,12411
2001,22,5,4,80,130,14115
2018,25,7,6,80,121,14617
2016,33,3,6,87,129,14454
2008,34,6,3,86,128,15218
2012,9,4,8,84,130,13922
2015,32,6,4,81,124,14331
2012,33,0,1,84,121,12886
2001,37,8,4,80,125,15377
2010,38,9,7,81,126,16523
2016,18,4,8,90,122,14206
2002,5,10,5,81,127,14720
2016,6,1,0,83,130,12193
2010,17,6,0,87,120,13361
2009,31,2,4,81,124,13892
2008,11,0,3,80,126,11862
2017,3,8,9,90,125,13533
2010,27,9,0,81,125,15254
2018,6,6,6,89,121,13014
2004,8,7,2,83,124,13763
2014,33,2,6,90,124,14226
2000,23,8,6,80,128,14901
2007,27,5,8,86,129,14956
2013,9,4,6,83,122,13021
2012,22,3,8,90,121,13072
2013,29,7,1,89,128,14210
2009,29,5,2,90,127,14445
2008,14,10,2,90,124,14961
2015,35,6,6,84,121,15819
2014,21,8,5,81,127,14670
2004,35,10,6,90,129,15820
2015,7,5,6,86,126,13210
2016,27,9,7,84,127,15912
2009,3,10,8,89,124,14876
2015,30,1,5,80,129,13083
2011,36,0,2,86,127,14369
2018,35,0,8,88,124,14104
2008,8,0,7,80,128,12466
2003,6,1,9,88,120,13177
2013,28,2,10,87,130,13919
2000,11,4,8,80,128,13277
2012,34,0,5,82,123,13424
2006,26,7,9,86,124,15200
2003,13,2,6,89,124,13516
2004,38,7,7,81,125,15803
2011,13,0,10,80,125,12431
2009,38,4,2,86,129,14614
2004,26,5,0,85,126,13693
2005,30,6,9,87,125,14911
2010,14,5,8,85,125,13421
2016,17,9,2,80,129,14403
2002,28,1,3,84,123,13005
2012,24,9,7,83,120,14633
2009,16,5,9,84,124,13425
2016,4,1,0,87,123,11740
2017,12,4,3,88,123,12535
2009,33,10,4,82,120,15861
2009,34,1,5,82,129,14399
2015,37,1,7,80,123,14249
2012,18,2,0,88,126,12378
2004,26,10,8,83,124,15398
2003,11,5,10,84,121,13456
2007,7,3,2,82,127,12917
2014,34,9,0,82,126,15964
2012,28,3,8,84,128,14749
2017,35,6,8,89,121,14946
2011,17,6,3,81,121,14248
2002,23,0,1,86,121,12862
2018,13,6,6,84,125,13648
2013,2,10,8,84,124,14218
2015,9,10,8,90,129,14363
2016,32,8,2,84,129,15085
2010,11,2,5,84,125,13020
2008,38,1,3,86,125,13644
2014,9,2,6,84,121,12866
2015,31,9,10,83,130,16247
2002,23,0,3,86,126,13368
2017,31,10,10,80,128,16324
2013,30,10,4,89,124,15191
2008,4,4,7,84,126,13674
2011,26,10,2,81,130,15661
2006,38,4,2,84,127,15082
2002,2,4,2,90,122,12598
2001,15,10,1,89,130,14196
2018,24,6,6,85,122,14997
2010,26,7,7,86,128,14135
2012,1,8,0,85,121,13093
2016,2,7,4,85,124,14143
2018,30,3,5,86,123,13755
2013,0,9,2,84,124,14037
2006,25,3,8,80,128,14234
2007,16,4,3,81,124,13521
2000,36,6,9,89,127,15789
2003,13,0,5,85,130,11816
2013,35,4,3,90,124,14529
2012,37,4,5,86,125,14664
2000,4,9,8,88,122,13739
2006,3,7,3,88,128,13978
2008,20,1,0,89,128,12914
2011,35,6,2,89,123,15383
2016,18,0,2,81,121,12410
2004,12,9,4,81,120,14793
2016,15,5,9,81,127,13665
2008,31,8,2,86,128,15221
2013,23,3,6,87,124,13167
2011,0,8,7,81,121,13273
2012,32,10,6,81,127,15171
2007,18,6,5,87,123,13288
2006,2,5,4,88,129,13334
2005,23,4,2,89,129,13172
2006,24,4,4,86,123,14050
2017,2,10,8,86,123,13865
2013,28,1,3,87,122,13069
2018,20,9,4,84,123,14287
2012,13,7,7,80,126,13867
2013,10,5,3,80,125,12741
2007,10,8,10,82,120,13682
2011,24,5,10,80,129,14335
2002,7,4,6,89,123,13564
2012,28,3,9,89,125,14555
2011,0,5,3,83,122,12575
2003,30,10,10,82,124,15154
2002,31,1,8,82,123,14232
2006,34,1,5,83,120,14213
2001,18,0,2,88,129,12162
2011,36,3,4,83,123,14789
2012,10,2,1,89,124,12180
2005,26,0,6,85,128,12858
2010,37,4,1,89,127,14984
2000,35,10,2,81,125,16289
2017,35,5,9,84,121,15390
2003,27,4,5,88,130,14719
2011,38,10,9,85,124,16225
2003,6,9,4,86,122,14104
2001,30,10,3,87,121,15307
2010,12,5,2,84,124,13652
2014,19,4,6,84,126,13262
2004,3,1,10,89,123,12165
2014,24,5,0,85,121,13705
2010,24,2,3,80,122,13950
2018,10,9,10,83,126,14118
2002,5,1,3,87,126,11737
2001,22,7,10,84,120,15181
2010,32,5,1,86,121,14080
2003,0,8,0,85,130,12953
2007,11,3,7,89,125,12453
2007,24,0,0,85,122,12272
2017,22,9,10,86,127,14608
2017,12,0,0,84,123,11801
2005,33,3,6,82,125,14226
2006,27,0,6,86,130,13076
2004,8,6,7,81,120,14146
2002,17,8,6,88,130,14488
2007,18,8,5,90,121,14854
2008,16,10,10,84,130,15335
2004,26,4,4,89,128,14093
2011,12,0,2,80,126,11742
2006,20,1,8,87,122,13386
2008,14,0,0,87,122,11601
2010,11,9,7,82,122,14444
2009,28,8,7,90,124,14486
2008,29,6,2,80,122,14825
2008,25,0,1,89,130,12963
2011,7,3,7,83,121,13411
2018,26,9,7,86,121,15324
2008,14,5,4,87,123,13084
2005,23,3,1,86,126,13388
2002,9,10,3,80,128,14497
2003,10,4,7,80,126,13822
2000,31,10,8,85,125,15517
2016,0,1,4,87,125,11989
2001,22,4,10,88,130,13616
2005,2,4,5,82,120,12712
2014,18,4,5,87,127,13555
2018,15,7,7,81,121,14344
2012,0,6,6,87,128,13499
2003,16,8,1,86,122,13381
2010,31,4,8,89,124,15179
2001,24,5,0,81,128,14289
2002,23,9,7,86,127,14950
2004,32,9,2,87,126,15115
2003,6,10,0,89,125,14155
2004,9,2,7,80,127,13131
2012,30,2,1,80,124,13925
2011,31,7,2,87,122,14866
2007,29,6,5,83,127,14383
2001,31,9,9,86,126,15867
2002,2,9,10,88,125,14322
2013,38,1,0,88,126,13534
2000,14,10,9,90,121,14499
2013,29,9,5,84,129,15956
2007,2,2,10,89,130,12651
2012,9,2,0,84,124,12068
2011,27,8,1,85,122,14717
2006,16,3,3,81,120,13539
2011,13,8,0,83,122,13971
2016,31,6,4,88,126,15183
2010,38,2,7,90,123,14318
2015,18,9,4,80,128,14294
2004,31,4,9,82,130,14946
2011,20,0,2,89,130,12713
2001,24,3,6,85,130,14330
2009,27,10,8,87,127,15531
2016,37,10,2,81,125,16549
2010,5,4,7,90,126,13364
2003,20,2,3,85,127,13720
2016,22,0,0,80,128,12450
2004,20,7,6,88,123,14031
2004,20,5,1,87,122,13094
2018,31,0,7,90,126,13865
2003,8,7,1,81,120,13550
2018,15,2,0,88,122,12737
2006,29,3,6,85,129,14074
2010,16,3,6,84,130,12772
2014,11,0,2,85,122,11718
2011,8,3,2,86,129,13379
2013,11,10,4,90,120,14179
2007,32,0,3,88,128,14197
2003,27,9,1,80,126,15270
2015,9,0,8,83,121,13066
2018,34,10,1,85,121,16366
2016,33,9,4,90,123,15986
2000,30,0,7,90,124,14189
2006,22,9,4,81,129,14869
2007,24,1,10,81,130,13880
2012,29,8,0,81,122,14674
2012,8,9,3,87,125,14437
2007,7,7,4,80,123,13699
2015,14,3,1,87,122,12295
2002,2,3,0,90,124,12302
2014,19,10,1,87,129,15083
2008,15,6,2,90,130,13170
2011,32,1,3,85,130,13154
2015,2,8,1,81,121,13537
2007,10,3,0,81,122,13141
2007,5,5,1,80,120,12544
2016,8,10,6,84,121,14915
2000,7,10,5,82,125,14260
2009,37,0,3,80,130,14361
2012,1,8,7,87,121,14335
2010,0,1,10,83,123,12606
2004,19,6,7,90,123,13695
2017,20,1,4,82,127,12866
2012,4,5,6,87,121,13715
2000,2,1,8,87,129,11919
2014,37,5,5,88,120,14739
2004,37,1,1,83,120,14270
2015,37,5,0,83,130,14399
2010,34,1,6,81,125,13923
2004,15,0,2,87,129,12397
2006,20,10,5,89,124,15408
2008,16,1,1,82,128,12713
2008,18,0,3,87,129,12998
2012,20,8,5,85,130,15016
2004,8,7,7,89,122,13528
2018,36,8,8,81,125,15198
2011,17,7,3,89,122,14254
2012,35,3,10,84,125,14517
2002,17,9,0,80,126,14721
2016,26,0,6,85,125,13274
2003,38,9,2,88,130,16043
2001,3,1,8,86,122,13037
2003,31,6,4,82,130,14607
2016,29,9,1,82,126,14989
2000,22,0,0,87,123,12503
2012,13,5,3,88,120,13249
2010,23,1,7,88,129,13205
2011,29,0,0,83,121,12884
2001,11,8,10,83,129,13620
2000,19,8,10,90,121,15124
2006,5,3,5,89,125,12396
2007,22,8,1,85,129,14149
2006,5,1,3,84,124,12361
2002,34,6,0,88,127,14916
2017,21,7,8,80,127,13859
2014,0,5,1,86,126,13284
2015,20,7,5,81,126,14143
2003,20,4,9,83,122,14268
2011,24,0,2,90,121,12916
2014,35,10,8,90,122,15931
2010,11,0,1,86,130,11572
2010,26,2,8,81,129,13498
2011,2,8,0,85,127,13016
2004,28,1,10,89,128,13418
2017,25,6,3,89,126,13944
2000,17,5,5,81,128,14247
2003,16,10,6,90,127,15375
2011,19,3,5,82,124,13598
2002,4,10,6,90,126,14027
2016,15,7,9,88,125,14491
2000,25,2,1,82,126,13522
2013,23,3,0,82,122,12831
2001,32,8,6,89,122,14692
2005,20,5,1,83,130,14258
2002,19,3,10,81,128,13443
2012,34,7,10,82,120,16114
2003,9,3,5,83,127,12868
2006,38,1,6,90,125,14056
2001,23,3,0,83,129,13067
2017,13,6,2,81,129,14206
2001,5,1,1,88,120,11982
2013,7,5,2,81,129,12487
2013,7,10,10,82,126,15085
2008,21,5,7,87,126,14503
2016,26,6,0,87,124,13710
2004,15,4,7,86,126,13820
2000,26,6,8,81,128,14779
2015,37,9,10,87,128,16394
2006,28,7,9,84,121,15318
2016,7,2,9,89,128,13274
2016,31,0,4,86,122,13285
2001,2,4,8,87,128,13668
2014,28,6,7,86,124,15197
2007,33,7,3,86,126,14826
2003,38,9,5,84,120,15739
2002,36,2,4,83,124,13662
2017,32,4,10,89,128,14410
2005,15,7,3,86,128,14017
2016,30,10,0,90,126,14896
2006,19,0,10,81,122,13450
2014,32,1,1,85,124,13791
2005,36,0,10,81,122,14182
2018,27,8,9,85,130,15575
2016,1,6,1,81,130,13395
2011,15,5,2,81,126,14040
2002,25,4,4,84,130,14252
2016,34,4,7,90,121,15397
2012,0,1,7,80,122,12571
2016,14,7,4,87,123,13548
2007,34,2,6,84,128,14899
2008,2,4,8,88,126,12688
2011,5,4,1,83,121,12880
2005,5,3,10,84,120,13344
2012,27,8,6,87,120,15349
2012,34,5,1,81,122,15246
2016,27,6,5,85,124,14021
2013,16,0,3,80,126,13120
2016,27,2,1,85,126,14009
2007,13,5,9,90,124,13178
2012,5,3,8,86,121,12287
2017,10,6,2,84,130,13222
2000,33,7,7,90,122,15366
2012,3,3,0,90,128,13154
2014,2,10,9,90,123,14676
2014,28,10,2,82,121,15523
2002,35,6,7,80,120,14518
2005,21,7,6,89,129,14511
2015,5,4,7,81,128,13229
2007,11,0,1,82,128,12534
2001,31,1,8,84,120,13338
2002,29,10,3,85,129,14891
2015,32,0,9,89,124,14015
2000,10,10,4,83,120,13788
2001,17,2,4,80,125,13559
2009,0,9,4,89,121,13874
2016,36,3,10,82,130,14644
2003,19,9,7,86,130,14480
2013,26,4,8,86,127,13561
2008,23,0,1,87,124,12787
2017,21,0,3,85,129,13204
2004,19,4,6,89,123,13094
2003,28,9,9,82,121,14717
2012,12,1,0,86,126,13011
2008,0,8,9,87,122,13771
2015,36,5,7,87,127,14661
2007,27,5,1,86,123,13817
2012,9,1,3,86,128,12300
2004,3,6,10,82,121,13784
2005,32,7,6,83,130,14764
2018,14,6,7,86,120,14103
2000,6,6,5,90,120,13881
2010,8,0,6,80,123,12146
2003,19,1,7,90,127,13685
2005,7,7,10,86,129,13296
2018,21,3,7,81,129,13368
2018,7,10,7,82,124,15074
2014,2,7,0,90,125,12830
2016,23,8,9,82,121,14346
2018,9,8,10,81,130,14633
2002,36,2,1,85,122,14267
2013,8,10,6,81,123,14140
2016,27,9,7,88,123,15784
2004,4,4,8,82,130,13087
2011,11,3,3,85,130,13541
2018,18,6,10,80,126,14078
2003,5,1,7,87,127,12956
2006,16,2,2,90,125,12853
2013,37,10,7,86,129,16831
2016,10,6,6,81,122,13987
2011,26,5,6,83,122,13743
2013,0,8,4,82,120,13384
2016,23,9,9,81,123,15451
2014,38,3,6,90,126,14887
2008,21,10,5,87,120,14437
2007,12,6,1,85,130,13837
2006,17,4,6,88,130,14164
2002,5,0,4,83,128,11578
2002,35,4,10,85,124,14673
2002,37,0,6,88,122,14219
2018,13,8,8,86,124,14936
2010,22,4,10,82,128,14124
2009,5,9,0,84,125,14416
2011,18,6,8,80,121,14042
2009,27,9,4,86,129,15244
2006,7,4,5,89,129,12685
2000,21,1,4,89,123,13231
2016,18,1,10,88,129,13468
2003,24,6,4,80,121,13784
2016,25,9,3,89,126,15340
2001,38,0,5,85,120,13601
2005,22,6,5,81,123,14488
2009,1,9,5,81,127,13684
2015,10,7,5,88,124,13309
2015,21,6,1,80,121,13631
2017,8,1,8,83,120,13236
2014,23,6,5,81,130,13753
2007,2,1,8,89,126,11821
2013,15,0,1,86,130,11889
2000,9,7,4,83,125,13632
2007,32,10,6,88,122,15783
2010,17,9,1,87,122,14571
2007,7,5,5,83,125,13477
2009,5,6,6,89,122,13197
2005,26,5,9,81,121,14982
2011,15,4,6,84,120,14013
2002,10,4,3,81,128,12499
2005,20,8,4,80,122,13853
2008,18,0,3,81,128,12207
2012,31,7,4,86,129,15131
2003,17,1,4,90,129,13060
2002,28,7,10,88,121,15368
2003,12,7,1,84,123,13734
2009,9,8,0,88,121,14199
2018,4,1,0,83,129,12393
2014,30,2,6,86,129,13991
2014,8,2,6,86,126,13373
2010,31,6,9,84,120,15224
2002,29,1,10,84,125,13945
2000,32,7,5,89,126,14697
2006,31,10,9,87,126,15486
2014,7,0,8,84,120,12362
2012,38,6,7,85,129,15672
2011,37,9,1,83,128,16408
2008,14,7,5,85,126,14194
2018,29,5,1,82,129,14285
2005,26,5,7,88,124,13673
2010,34,2,7,89,128,14737
2004,3,7,9,86,125,13107
2005,25,9,9,84,126,15182
2014,5,8,6,83,121,13615
2006,2,8,5,90,123,13622
2006,25,0,9,86,129,13836
2017,15,3,3,80,120,12532
2017,5,4,6,87,130,12726
2014,28,0,0,81,123,13203
2001,16,9,3,84,123,14944
2018,5,6,0,88,121,12806
2002,31,6,8,84,125,15036
2010,2,8,2,83,125,13972
2015,8,5,9,82,129,14145
2009,29,0,10,84,126,14289
2010,20,2,1,85,128,13661
2006,11,4,10,90,123,13933
2001,1,4,0,86,125,12847
2018,2,6,6,84,122,12890
2017,16,10,4,84,122,15035
2002,5,8,4,81,129,13615
2007,34,0,2,85,122,14140
2015,37,4,0,88,127,15080
2005,34,1,10,90,124,14767
2007,32,4,2,83,127,13798
2003,11,2,4,81,129,13320
2015,18,4,1,84,128,13477
2013,27,4,10,83,121,14062
2003,24,3,1,89,122,12931
2009,28,10,6,87,121,15471
2004,32,7,4,83,129,14401
2012,11,3,6,87,123,12659
2018,28,8,8,89,122,15195
2006,6,1,3,86,121,12636
2010,5,6,5,81,127,13014
2011,0,9,4,85,121,13612
2014,26,10,4,83,129,14898
2001,2,6,1,86,126,12587
2017,4,6,5,83,126,13782
2000,9,6,8,87,120,13611
2004,19,3,3,81,123,13705
2012,35,6,3,90,121,15684
2008,8,5,5,86,129,13426
2009,32,3,9,89,127,14737
2004,22,8,7,80,129,14787
2002,32,8,10,83,121,15492
2008,4,2,0,90,129,12329
2000,14,10,10,88,122,15300
2011,25,8,0,86,128,14440
2012,19,9,9,82,120,15305
2008,19,10,6,87,130,14553
2001,27,10,6,90,121,15373
2009,37,7,8,89,129,15847
2013,15,2,2,87,121,12172
2015,28,4,0,82,120,13508
2002,14,3,3,86,123,13339
2012,20,7,1,88,123,13569
2003,23,0,9,86,124,13031
2000,36,3,9,90,130,15436
2009,21,7,10,84,127,15199
2007,16,8,8,80,127,14127
2014,9,10,5,81,130,14295
2012,34,6,6,89,121,14608
2003,35,2,9,86,127,15120
2004,22,10,6,81,122,14635
2014,33,6,2,81,125,14945
2011,10,2,1,83,127,13170
2014,12,1,4,85,126,12964
2004,15,10,9,89,130,14611
2003,19,9,6,83,122,15252
2011,20,9,3,85,125,14722
2002,30,1,3,87,128,13200
2009,15,4,7,88,127,13608
2004,33,6,8,80,128,15459
2001,6,6,1,86,120,12532
2009,30,2,3,90,130,13716
2007,1,3,0,88,128,12949
2004,0,2,9,81,126,13239
2017,18,8,6,80,123,14663
2003,1,5,2,89,121,12655
2005,35,8,8,83,130,15460
2017,16,0,8,85,125,12275
2003,26,8,4,83,129,14407
2016,7,1,9,84,127,12536
2005,4,0,8,89,123,12272
2014,34,0,3,80,126,14223
2004,27,8,6,84,124,15442
2005,7,5,10,81,122,13060
2001,11,10,2,84,130,14801
2011,7,1,10,87,126,12067
2012,26,1,7,87,121,13493
2010,0,5,0,80,124,12164
2014,3,0,1,81,126,12171
2010,21,8,1,84,130,14230
2015,27,0,9,87,121,14108
2015,22,7,8,85,130,15086
2004,21,6,7,86,120,13900
2018,1,5,2,90,124,13255
2007,29,1,2,85,121,14057
2013,30,9,2,87,129,15016
2013,26,6,0,85,127,13828
2015,30,9,7,89,123,15127
2005,29,7,5,88,127,15115
2004,13,8,5,80,125,14566
2017,20,5,7,83,127,14349
2012,27,0,2,88,129,12532
2018,31,9,7,84,123,16078
2003,14,0,2,89,121,12059
2000,4,8,9,85,122,13431
